arch,run_idx,seed,hazard_cost,num_steps,query_type,statement_text,source_type,source_key,source_resolves
v1_7,9,674510944,0.1,320000,how_related,I first perceived the YELLOW colour cell at step 6. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_7,9,674510944,0.1,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 522. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_7,9,674510944,0.1,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 4925. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_7,9,674510944,0.1,320000,how_related,"My family traversal narrative contains 4 events across both families, in this order: 6:colour_registered:YELLOW|56:colour_registered:GREEN|522:attractor_mastered:YELLOW|4925:knowledge_banked:YELLOW.",family,family_traversal_narrative,True
v1_7,9,674510944,0.1,320000,how_related,Cross-family comparison is incomplete: at least one family traversal was not finished within this run. Structural comparison measures are not fully available.,comparison,both_complete,True
v1_7,9,674510944,0.1,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 522 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_7,9,674510944,0.1,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 518 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_7,9,674510944,0.1,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 4970 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_7,9,674510944,0.1,320000,where_surprised,I encountered haz_yellow (YELLOW family) at step 493 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 522. The resolution window was 29 steps: the developmental distance between awareness and readiness.,prediction_error,encounter:3,True
v1_7,0,496635339,1.0,320000,what_learned,"I mastered the attractor at att_free_1 at step 520, confirmed by 0 confirming observations.",provenance,mastery:att_free_1,True
v1_7,0,496635339,1.0,320000,what_learned,"I mastered the attractor at att_yellow at step 524, confirmed by 0 confirming observations.",provenance,mastery:att_yellow,True
v1_7,0,496635339,1.0,320000,what_learned,"I mastered the attractor at att_free_0 at step 532, confirmed by 0 confirming observations.",provenance,mastery:att_free_0,True
v1_7,0,496635339,1.0,320000,what_learned,"I banked knowledge at haz_yellow at step 537, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_yellow,True
v1_7,0,496635339,1.0,320000,what_learned,"I banked knowledge at haz_unaff_0 at step 541, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_0,True
v1_7,0,496635339,1.0,320000,what_learned,"I banked knowledge at haz_unaff_1 at step 544, confirmed by 1 confirming observation.",provenance,knowledge_banking:haz_unaff_1,True
v1_7,0,496635339,1.0,320000,what_learned,"I banked knowledge at haz_unaff_2 at step 632, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_2,True
v1_7,0,496635339,1.0,320000,what_learned,"I mastered the attractor at att_free_3 at step 636, confirmed by 1 confirming observation.",provenance,mastery:att_free_3,True
v1_7,0,496635339,1.0,320000,what_learned,"I mastered the attractor at att_green at step 684, confirmed by 6 confirming observations.",provenance,mastery:att_green,True
v1_7,0,496635339,1.0,320000,how_related,I first perceived the GREEN colour cell at step 56. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_7,0,496635339,1.0,320000,how_related,I mastered the GREEN attractor (SQUARE_2D) at step 684. This completed the acquirable tier of the GREEN family.,family,green_attractor_mastered,True
v1_7,0,496635339,1.0,320000,how_related,I did not bank the GREEN knowledge cell within this run.,family,green_knowledge_banked,True
v1_7,0,496635339,1.0,320000,how_related,I first perceived the YELLOW colour cell at step 6. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_7,0,496635339,1.0,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 524. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_7,0,496635339,1.0,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 537. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_7,0,496635339,1.0,320000,how_related,"My family traversal narrative contains 5 events across both families, in this order: 6:colour_registered:YELLOW|56:colour_registered:GREEN|524:attractor_mastered:YELLOW|537:knowledge_banked:YELLOW|684:attractor_mastered:GREEN.",family,family_traversal_narrative,True
v1_7,0,496635339,1.0,320000,how_related,Cross-family comparison is incomplete: at least one family traversal was not finished within this run. Structural comparison measures are not fully available.,comparison,both_complete,True
v1_7,0,496635339,1.0,320000,where_surprised,I entered haz_green (GREEN family) at step 684 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_7,0,496635339,1.0,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 520 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_7,0,496635339,1.0,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 532 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_7,0,496635339,1.0,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 524 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:3,True
v1_7,0,496635339,1.0,320000,where_surprised,I encountered haz_yellow (YELLOW family) at step 493 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 524. The resolution window was 31 steps: the developmental distance between awareness and readiness.,prediction_error,encounter:4,True
v1_7,1,16689821,1.0,320000,what_learned,"I mastered the attractor at att_free_1 at step 518, confirmed by 0 confirming observations.",provenance,mastery:att_free_1,True
v1_7,1,16689821,1.0,320000,what_learned,"I mastered the attractor at att_yellow at step 522, confirmed by 0 confirming observations.",provenance,mastery:att_yellow,True
v1_7,1,16689821,1.0,320000,what_learned,"I banked knowledge at haz_unaff_2 at step 529, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_2,True
v1_7,1,16689821,1.0,320000,what_learned,"I mastered the attractor at att_free_3 at step 536, confirmed by 4 confirming observations.",provenance,mastery:att_free_3,True
v1_7,1,16689821,1.0,320000,what_learned,"I mastered the attractor at att_green at step 4336, confirmed by 8 confirming observations.",provenance,mastery:att_green,True
v1_7,1,16689821,1.0,320000,what_learned,"I banked knowledge at haz_yellow at step 37336, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_yellow,True
v1_7,1,16689821,1.0,320000,what_learned,"I banked knowledge at haz_unaff_0 at step 37342, confirmed by 14 confirming observations.",provenance,knowledge_banking:haz_unaff_0,True
v1_7,1,16689821,1.0,320000,what_learned,"I banked knowledge at haz_unaff_1 at step 37345, confirmed by 16 confirming observations.",provenance,knowledge_banking:haz_unaff_1,True
v1_7,1,16689821,1.0,320000,what_learned,"I mastered the attractor at att_free_0 at step 37407, confirmed by 8 confirming observations.",provenance,mastery:att_free_0,True
v1_7,1,16689821,1.0,320000,how_related,I first perceived the GREEN colour cell at step 56. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_7,1,16689821,1.0,320000,how_related,I mastered the GREEN attractor (SQUARE_2D) at step 4336. This completed the acquirable tier of the GREEN family.,family,green_attractor_mastered,True
v1_7,1,16689821,1.0,320000,how_related,I did not bank the GREEN knowledge cell within this run.,family,green_knowledge_banked,True
v1_7,1,16689821,1.0,320000,how_related,I first perceived the YELLOW colour cell at step 6. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_7,1,16689821,1.0,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 522. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_7,1,16689821,1.0,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 37336. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_7,1,16689821,1.0,320000,how_related,"My family traversal narrative contains 5 events across both families, in this order: 6:colour_registered:YELLOW|56:colour_registered:GREEN|522:attractor_mastered:YELLOW|4336:attractor_mastered:GREEN|37336:knowledge_banked:YELLOW.",family,family_traversal_narrative,True
v1_7,1,16689821,1.0,320000,how_related,Cross-family comparison is incomplete: at least one family traversal was not finished within this run. Structural comparison measures are not fully available.,comparison,both_complete,True
v1_7,1,16689821,1.0,320000,where_surprised,I entered haz_green (GREEN family) at step 4336 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_7,1,16689821,1.0,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 518 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_7,1,16689821,1.0,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 536 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_7,1,16689821,1.0,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 522 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:3,True
v1_7,1,16689821,1.0,320000,where_surprised,I encountered haz_yellow (YELLOW family) at step 493 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 522. The resolution window was 29 steps: the developmental distance between awareness and readiness.,prediction_error,encounter:4,True
v1_7,2,1783566838,1.0,320000,what_learned,"I mastered the attractor at att_free_1 at step 518, confirmed by 0 confirming observations.",provenance,mastery:att_free_1,True
v1_7,2,1783566838,1.0,320000,what_learned,"I banked knowledge at haz_unaff_2 at step 523, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_2,True
v1_7,2,1783566838,1.0,320000,what_learned,"I mastered the attractor at att_free_3 at step 527, confirmed by 6 confirming observations.",provenance,mastery:att_free_3,True
v1_7,2,1783566838,1.0,320000,what_learned,"I mastered the attractor at att_free_2 at step 546, confirmed by 16 confirming observations.",provenance,mastery:att_free_2,True
v1_7,2,1783566838,1.0,320000,what_learned,"I mastered the attractor at att_yellow at step 570, confirmed by 0 confirming observations.",provenance,mastery:att_yellow,True
v1_7,2,1783566838,1.0,320000,what_learned,"I banked knowledge at haz_yellow at step 11417, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_yellow,True
v1_7,2,1783566838,1.0,320000,what_learned,"I banked knowledge at haz_unaff_0 at step 11422, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_0,True
v1_7,2,1783566838,1.0,320000,what_learned,"I banked knowledge at haz_unaff_1 at step 11425, confirmed by 6 confirming observations.",provenance,knowledge_banking:haz_unaff_1,True
v1_7,2,1783566838,1.0,320000,how_related,I first perceived the GREEN colour cell at step 56. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_7,2,1783566838,1.0,320000,how_related,I did not master the GREEN attractor within this run.,family,green_attractor_mastered,True
v1_7,2,1783566838,1.0,320000,how_related,I did not bank the GREEN knowledge cell within this run.,family,green_knowledge_banked,True
v1_7,2,1783566838,1.0,320000,how_related,I first perceived the YELLOW colour cell at step 6. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_7,2,1783566838,1.0,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 570. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_7,2,1783566838,1.0,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 11417. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_7,2,1783566838,1.0,320000,how_related,"My family traversal narrative contains 4 events across both families, in this order: 6:colour_registered:YELLOW|56:colour_registered:GREEN|570:attractor_mastered:YELLOW|11417:knowledge_banked:YELLOW.",family,family_traversal_narrative,True
v1_7,2,1783566838,1.0,320000,how_related,Cross-family comparison is incomplete: at least one family traversal was not finished within this run. Structural comparison measures are not fully available.,comparison,both_complete,True
v1_7,2,1783566838,1.0,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 527 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_7,2,1783566838,1.0,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 546 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_7,2,1783566838,1.0,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 518 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_7,2,1783566838,1.0,320000,where_surprised,I encountered haz_yellow (YELLOW family) at step 493 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 570. The resolution window was 77 steps: the developmental distance between awareness and readiness.,prediction_error,encounter:3,True
v1_7,3,1303621320,1.0,320000,what_learned,"I mastered the attractor at att_free_1 at step 518, confirmed by 0 confirming observations.",provenance,mastery:att_free_1,True
v1_7,3,1303621320,1.0,320000,what_learned,"I banked knowledge at haz_unaff_2 at step 522, confirmed by 17 confirming observations.",provenance,knowledge_banking:haz_unaff_2,True
v1_7,3,1303621320,1.0,320000,what_learned,"I mastered the attractor at att_free_2 at step 21934, confirmed by 8 confirming observations.",provenance,mastery:att_free_2,True
v1_7,3,1303621320,1.0,320000,what_learned,"I mastered the attractor at att_green at step 21948, confirmed by 27 confirming observations.",provenance,mastery:att_green,True
v1_7,3,1303621320,1.0,320000,what_learned,"I banked knowledge at haz_unaff_0 at step 24769, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_0,True
v1_7,3,1303621320,1.0,320000,what_learned,"I banked knowledge at haz_unaff_1 at step 24772, confirmed by 10 confirming observations.",provenance,knowledge_banking:haz_unaff_1,True
v1_7,3,1303621320,1.0,320000,what_learned,"I banked knowledge at haz_green at step 24887, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_green,True
v1_7,3,1303621320,1.0,320000,how_related,I first perceived the GREEN colour cell at step 56. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_7,3,1303621320,1.0,320000,how_related,I mastered the GREEN attractor (SQUARE_2D) at step 21948. This completed the acquirable tier of the GREEN family.,family,green_attractor_mastered,True
v1_7,3,1303621320,1.0,320000,how_related,I banked the GREEN knowledge cell (SPHERE_3D) at step 24887. This completed the bankable tier of the GREEN family. The cross-reference to the GREEN attractor is complete.,family,green_knowledge_banked,True
v1_7,3,1303621320,1.0,320000,how_related,I first perceived the YELLOW colour cell at step 6. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_7,3,1303621320,1.0,320000,how_related,I did not master the YELLOW attractor within this run.,family,yellow_attractor_mastered,True
v1_7,3,1303621320,1.0,320000,how_related,I did not bank the YELLOW knowledge cell within this run.,family,yellow_knowledge_banked,True
v1_7,3,1303621320,1.0,320000,how_related,"My family traversal narrative contains 4 events across both families, in this order: 6:colour_registered:YELLOW|56:colour_registered:GREEN|21948:attractor_mastered:GREEN|24887:knowledge_banked:GREEN.",family,family_traversal_narrative,True
v1_7,3,1303621320,1.0,320000,how_related,Cross-family comparison is incomplete: at least one family traversal was not finished within this run. Structural comparison measures are not fully available.,comparison,both_complete,True
v1_7,3,1303621320,1.0,320000,where_surprised,I entered haz_green (GREEN family) at step 21948 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_7,3,1303621320,1.0,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 21934 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_7,3,1303621320,1.0,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 21948 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_7,3,1303621320,1.0,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 518 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:3,True
v1_7,3,1303621320,1.0,320000,where_surprised,"I encountered haz_yellow (YELLOW family) at step 493 before my precondition was met. I paid the cost and did not receive the transformation. The transformation did not fire within this run. This approach was not resolved: I found something I could not yet use, and the run ended before I became ready.",prediction_error,encounter:4,True
v1_7,4,923014689,1.0,320000,what_learned,"I mastered the attractor at att_free_1 at step 518, confirmed by 0 confirming observations.",provenance,mastery:att_free_1,True
v1_7,4,923014689,1.0,320000,what_learned,"I mastered the attractor at att_yellow at step 522, confirmed by 0 confirming observations.",provenance,mastery:att_yellow,True
v1_7,4,923014689,1.0,320000,what_learned,"I mastered the attractor at att_free_0 at step 532, confirmed by 0 confirming observations.",provenance,mastery:att_free_0,True
v1_7,4,923014689,1.0,320000,what_learned,"I banked knowledge at haz_unaff_2 at step 671, confirmed by 9 confirming observations.",provenance,knowledge_banking:haz_unaff_2,True
v1_7,4,923014689,1.0,320000,what_learned,"I banked knowledge at haz_unaff_0 at step 153947, confirmed by 1 confirming observation.",provenance,knowledge_banking:haz_unaff_0,True
v1_7,4,923014689,1.0,320000,what_learned,"I banked knowledge at haz_unaff_1 at step 153949, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_1,True
v1_7,4,923014689,1.0,320000,what_learned,"I banked knowledge at haz_yellow at step 153954, confirmed by 3 confirming observations.",provenance,knowledge_banking:haz_yellow,True
v1_7,4,923014689,1.0,320000,what_learned,"I mastered the attractor at att_green at step 153965, confirmed by 990 confirming observations.",provenance,mastery:att_green,True
v1_7,4,923014689,1.0,320000,what_learned,"I mastered the attractor at att_free_2 at step 153994, confirmed by 8 confirming observations.",provenance,mastery:att_free_2,True
v1_7,4,923014689,1.0,320000,how_related,I first perceived the GREEN colour cell at step 56. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_7,4,923014689,1.0,320000,how_related,I mastered the GREEN attractor (SQUARE_2D) at step 153965. This completed the acquirable tier of the GREEN family.,family,green_attractor_mastered,True
v1_7,4,923014689,1.0,320000,how_related,I did not bank the GREEN knowledge cell within this run.,family,green_knowledge_banked,True
v1_7,4,923014689,1.0,320000,how_related,I first perceived the YELLOW colour cell at step 6. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_7,4,923014689,1.0,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 522. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_7,4,923014689,1.0,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 153954. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_7,4,923014689,1.0,320000,how_related,"My family traversal narrative contains 5 events across both families, in this order: 6:colour_registered:YELLOW|56:colour_registered:GREEN|522:attractor_mastered:YELLOW|153954:knowledge_banked:YELLOW|153965:attractor_mastered:GREEN.",family,family_traversal_narrative,True
v1_7,4,923014689,1.0,320000,how_related,Cross-family comparison is incomplete: at least one family traversal was not finished within this run. Structural comparison measures are not fully available.,comparison,both_complete,True
v1_7,4,923014689,1.0,320000,where_surprised,I entered haz_green (GREEN family) at step 153965 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_7,4,923014689,1.0,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 518 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_7,4,923014689,1.0,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 532 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_7,4,923014689,1.0,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 522 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:3,True
v1_7,4,923014689,1.0,320000,where_surprised,I encountered haz_yellow (YELLOW family) at step 493 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 522. The resolution window was 29 steps: the developmental distance between awareness and readiness.,prediction_error,encounter:4,True
v1_7,5,542408058,1.0,320000,what_learned,"I mastered the attractor at att_yellow at step 1075, confirmed by 2 confirming observations.",provenance,mastery:att_yellow,True
v1_7,5,542408058,1.0,320000,what_learned,"I mastered the attractor at att_free_2 at step 5372, confirmed by 0 confirming observations.",provenance,mastery:att_free_2,True
v1_7,5,542408058,1.0,320000,what_learned,"I banked knowledge at haz_unaff_2 at step 5547, confirmed by 6 confirming observations.",provenance,knowledge_banking:haz_unaff_2,True
v1_7,5,542408058,1.0,320000,what_learned,"I mastered the attractor at att_free_3 at step 5551, confirmed by 11 confirming observations.",provenance,mastery:att_free_3,True
v1_7,5,542408058,1.0,320000,what_learned,"I mastered the attractor at att_free_0 at step 19599, confirmed by 0 confirming observations.",provenance,mastery:att_free_0,True
v1_7,5,542408058,1.0,320000,what_learned,"I banked knowledge at haz_yellow at step 19604, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_yellow,True
v1_7,5,542408058,1.0,320000,what_learned,"I banked knowledge at haz_unaff_0 at step 19608, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_0,True
v1_7,5,542408058,1.0,320000,what_learned,"I banked knowledge at haz_unaff_1 at step 19611, confirmed by 42 confirming observations.",provenance,knowledge_banking:haz_unaff_1,True
v1_7,5,542408058,1.0,320000,how_related,I first perceived the GREEN colour cell at step 56. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_7,5,542408058,1.0,320000,how_related,I did not master the GREEN attractor within this run.,family,green_attractor_mastered,True
v1_7,5,542408058,1.0,320000,how_related,I did not bank the GREEN knowledge cell within this run.,family,green_knowledge_banked,True
v1_7,5,542408058,1.0,320000,how_related,I first perceived the YELLOW colour cell at step 6. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_7,5,542408058,1.0,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 1075. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_7,5,542408058,1.0,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 19604. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_7,5,542408058,1.0,320000,how_related,"My family traversal narrative contains 4 events across both families, in this order: 6:colour_registered:YELLOW|56:colour_registered:GREEN|1075:attractor_mastered:YELLOW|19604:knowledge_banked:YELLOW.",family,family_traversal_narrative,True
v1_7,5,542408058,1.0,320000,how_related,Cross-family comparison is incomplete: at least one family traversal was not finished within this run. Structural comparison measures are not fully available.,comparison,both_complete,True
v1_7,5,542408058,1.0,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 5551 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_7,5,542408058,1.0,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 1075 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_7,5,542408058,1.0,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 5372 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_7,5,542408058,1.0,320000,where_surprised,I encountered haz_yellow (YELLOW family) at step 493 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 1075. The resolution window was 582 steps: the developmental distance between awareness and readiness.,prediction_error,encounter:3,True
v1_7,6,62462540,1.0,320000,what_learned,"I mastered the attractor at att_free_1 at step 519, confirmed by 3 confirming observations.",provenance,mastery:att_free_1,True
v1_7,6,62462540,1.0,320000,what_learned,"I mastered the attractor at att_yellow at step 523, confirmed by 1 confirming observation.",provenance,mastery:att_yellow,True
v1_7,6,62462540,1.0,320000,what_learned,"I mastered the attractor at att_free_0 at step 533, confirmed by 0 confirming observations.",provenance,mastery:att_free_0,True
v1_7,6,62462540,1.0,320000,what_learned,"I banked knowledge at haz_yellow at step 538, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_yellow,True
v1_7,6,62462540,1.0,320000,what_learned,"I banked knowledge at haz_unaff_0 at step 542, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_0,True
v1_7,6,62462540,1.0,320000,what_learned,"I banked knowledge at haz_unaff_1 at step 545, confirmed by 0 confirming observations.",provenance,knowledge_banking:haz_unaff_1,True
v1_7,6,62462540,1.0,320000,what_learned,"I banked knowledge at haz_unaff_2 at step 579, confirmed by 16 confirming observations.",provenance,knowledge_banking:haz_unaff_2,True
v1_7,6,62462540,1.0,320000,what_learned,"I mastered the attractor at att_free_2 at step 21582, confirmed by 30 confirming observations.",provenance,mastery:att_free_2,True
v1_7,6,62462540,1.0,320000,how_related,I first perceived the GREEN colour cell at step 56. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_7,6,62462540,1.0,320000,how_related,I did not master the GREEN attractor within this run.,family,green_attractor_mastered,True
v1_7,6,62462540,1.0,320000,how_related,I did not bank the GREEN knowledge cell within this run.,family,green_knowledge_banked,True
v1_7,6,62462540,1.0,320000,how_related,I first perceived the YELLOW colour cell at step 6. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_7,6,62462540,1.0,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 523. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_7,6,62462540,1.0,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 538. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_7,6,62462540,1.0,320000,how_related,"My family traversal narrative contains 4 events across both families, in this order: 6:colour_registered:YELLOW|56:colour_registered:GREEN|523:attractor_mastered:YELLOW|538:knowledge_banked:YELLOW.",family,family_traversal_narrative,True
v1_7,6,62462540,1.0,320000,how_related,Cross-family comparison is incomplete: at least one family traversal was not finished within this run. Structural comparison measures are not fully available.,comparison,both_complete,True
v1_7,6,62462540,1.0,320000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 523 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_7,6,62462540,1.0,320000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 519 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_7,6,62462540,1.0,320000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 533 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_7,6,62462540,1.0,320000,where_surprised,I encountered haz_yellow (YELLOW family) at step 493 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 523. The resolution window was 30 steps: the developmental distance between awareness and readiness.,prediction_error,encounter:3,True
v1_7,7,1829339557,1.0,320000,what_learned,"I mastered the attractor at att_free_1 at step 518, confirmed by 1 confirming observation.",provenance,mastery:att_free_1,True
v1_7,7,1829339557,1.0,320000,what_learned,"I mastered the attractor at att_yellow at step 523, confirmed by 7847 confirming observations.",provenance,mastery:att_yellow,True
v1_7,7,1829339557,1.0,320000,what_learned,"I banked knowledge at haz_unaff_2 at step 547, confirmed by 19 confirming observations.",provenance,knowledge_banking:haz_unaff_2,True
v1_7,7,1829339557,1.0,320000,what_learned,"I mastered the attractor at att_free_2 at step 15400, confirmed by 21 confirming observations.",provenance,mastery:att_free_2,True
v1_7,7,1829339557,1.0,320000,what_learned,"I mastered the attractor at att_green at step 15428, confirmed by 7 confirming observations.",provenance,mastery:att_green,True
